driver_id,lap_number,lap_time,sector1_time,sector2_time,sector3_time,PitInTime,PitOutTime,grid_position,finish_position,conditions,temperature,humidity,tracktemperature,season,race_round,grand_prix
11,55.0,90.797,30.518,24.245,36.034,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,56.0,90.821,30.305,24.54,35.976,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
11,57.0,91.061,30.33,24.5,36.231,,,10.0,13.0,,,70.1,,2019,1,australian_grand_prix
16,1.0,97.042,,23.844,35.91,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,2.0,90.636,30.491,23.992,36.153,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,3.0,90.033,30.165,24.05,35.818,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,4.0,89.387,29.811,23.967,35.609,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,5.0,89.579,29.796,23.979,35.804,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,6.0,90.124,29.937,24.313,35.874,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,7.0,90.006,30.089,24.136,35.781,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,8.0,89.708,30.13,23.939,35.639,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,9.0,92.63,32.63,24.128,35.872,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,10.0,89.905,,24.024,35.706,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,11.0,89.912,30.049,23.988,35.875,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,12.0,89.828,29.964,24.012,35.852,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,13.0,89.282,29.921,23.847,35.514,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,14.0,89.39,29.928,23.875,35.587,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,15.0,89.495,30.005,23.96,35.53,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
